t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy
24.7026,132.6,133.8,0,0,0,0,3,644,366
24.7562,132.6,133.8,0,0,0,0,3,644,367
24.808,132.6,133.8,0,0,0,0,3,641,373
24.8611,132.6,133.8,0,0,0,0,3,641,374
24.9128,132.6,133.8,0,0,0,0,3,641,375
24.9652,132.6,133.8,0,0,0,0,3,643,371
25.0191,132.6,133.8,0,0,0,0,3,645,369
25.0731,132.6,133.8,0,0,0,0,3,646,374
25.1301,132.6,133.8,0,0,0,0,3,647,372
25.185,132.6,133.8,0,0,0,0,3,646,371
25.238,132.6,133.8,0,0,0,0,3,643,373
25.2922,132.6,133.8,0,0,0,0,3,639,376
25.345,132.6,133.8,0,0,0,0,3,639,377
25.3959,132.6,133.8,0,0,0,0,3,642,375
25.4487,132.6,133.8,0,0,0,0,3,641,376
25.5011,132.6,133.8,0,0,0,0,3,645,373
25.5545,132.6,133.8,0,0,0,0,3,645,368
25.608,132.6,133.8,0,0,0,0,3,646,366
25.6604,132.6,133.8,0,0,0,0,3,646,372
25.7128,132.6,133.8,0,0,0,0,3,646,360
25.7645,132.6,133.8,0,0,0,0,3,646,362
25.8198,132.6,133.8,0,0,0,0,3,645,360
25.8748,132.6,133.8,0,0,0,0,3,643,362
25.9277,132.6,133.8,0,0,0,0,3,639,374
25.9784,132.6,133.8,0,0,0,0,3,646,371
26.0325,132.6,133.8,0,0,0,0,3,643,375
26.087,132.6,133.8,0,0,0,0,3,641,367
26.1383,132.6,133.8,0,0,0,0,3,645,366
26.1924,132.6,133.8,0,0,0,0,3,644,364
26.2452,132.6,133.8,0,0,0,0,3,640,366
26.2961,132.6,133.8,0,0,0,0,3,640,369
26.3487,132.6,133.8,0,0,0,0,3,640,371
26.3987,132.6,133.8,0,0,0,0,3,641,371
26.4517,132.6,133.8,0,0,0,0,3,641,371
26.5043,132.6,133.8,0,0,0,0,3,645,379
26.5545,132.6,133.8,0,0,0,0,3,647,368
26.6076,132.6,133.8,0,0,0,0,3,642,370
